anio,estado,producto,precio_promedio,ranking
2021,quintana roo,lipitor,1853.0489625395016,4
2021,quintana roo,fosamax plus,1837.3425165085569,5
2021,san luis potosi,cytotec,2930.0043968344635,1
2021,san luis potosi,arava,2756.7901373969185,2
2021,san luis potosi,keppra,2451.336012065117,3
2021,san luis potosi,fosamax plus,1823.106334809948,4
2021,san luis potosi,lexapro,1804.532998150257,5
2021,sinaloa,cytotec,2907.318953329058,1
2021,sinaloa,arava,2745.274351058468,2
2021,sinaloa,keppra,2487.7220892137098,3
2021,sinaloa,lexapro,1867.455239269221,4
2021,sinaloa,fosamax plus,1841.9730638073336,5
2021,sonora,cytotec,2979.7524249102617,1
2021,sonora,arava,2766.8743365743885,2
2021,sonora,keppra,2396.9044247581846,3
2021,sonora,fosamax plus,1899.586952903054,4
2021,sonora,lexapro,1854.9760409080377,5
2021,tabasco,cytotec,2964.139797044837,1
2021,tabasco,arava,2655.7040837420163,2
2021,tabasco,keppra,2290.791223642778,3
2021,tabasco,lipitor,1748.2748593612455,4
2021,tabasco,lantus. insulina glargina,1743.4475716255806,5
2021,tamaulipas,cytotec,2782.295789216694,1
2021,tamaulipas,arava,2674.447444661458,2
2021,tamaulipas,keppra,2354.915065104167,3
2021,tamaulipas,fosamax plus,1907.9662982891132,4
2021,tamaulipas,lipitor,1754.845052502819,5
2021,tlaxcala,cytotec,2734.0132526901534,1
2021,tlaxcala,arava,2681.5299775094695,2
2021,tlaxcala,keppra,2327.596435546875,3
2021,tlaxcala,lipitor,1792.030614934816,4
2021,tlaxcala,fosamax plus,1766.5245856951951,5
2021,veracruz,cytotec,2936.770246769832,1
2021,veracruz,arava,2755.4840478834763,2
2021,veracruz,keppra,2366.4643167031777,3
2021,veracruz,fosamax plus,1769.6112576998198,4
2021,veracruz,lipitor,1766.269072776617,5
2021,yucatan,cytotec,2985.1724936917703,1
2021,yucatan,arava,2782.0918714735244,2
2021,yucatan,keppra,2508.665686251849,3
2021,yucatan,lipitor,1924.9405316315244,4
2021,yucatan,fosamax plus,1844.5966268902175,5
2021,zacatecas,cytotec,2797.7245353929925,1
2021,zacatecas,arava,2590.9762023255066,2
2021,zacatecas,keppra,2244.5121954055057,3
2021,zacatecas,fosamax plus,1762.3267001387003,4
2021,zacatecas,lipitor,1685.7956863436564,5
2022,aguascalientes,cytotec,3108.8129032258066,1
2022,aguascalientes,arava,3054.0448717948716,2
2022,aguascalientes,keppra,2626.5757575757575,3
2022,aguascalientes,lantus. insulina glargina,1846.3668639053255,4
2022,aguascalientes,lipitor,1841.6168831168832,5
2022,baja california,cytotec,3130.779999523628,1
2022,baja california,arava,3076.2301592145645,2
2022,baja california,keppra,2584.6731212103546,3
2022,baja california,lipitor,1879.32822542664,4
2022,baja california,lantus. insulina glargina,1873.3927882460296,5
2022,baja california sur,arava,2998.829022216797,1
2022,baja california sur,cytotec,2694.743203125,2
2022,baja california sur,keppra,2446.2170126271803,3
2022,baja california sur,lipitor,1931.4641804367143,4
2022,baja california sur,fosamax plus,1837.7698105820664,5
2022,campeche,cytotec,2886.673132905506,1
2022,campeche,arava,2877.906118887442,2
2022,campeche,keppra,2514.9755116338315,3
2022,campeche,lipitor,1888.5425851004463,4
2022,campeche,lantus. insulina glargina,1818.2345942944553,5
2022,chiapas,cytotec,3065.63056709397,1
2022,chiapas,arava,3010.677325181558,2
2022,chiapas,keppra,2646.814814814815,3
2022,chiapas,lipitor,1948.0314524071848,4
2022,chiapas,fosamax plus,1906.4741379310344,5
2022,chihuahua,arava,3130.016580735338,1
2022,chihuahua,cytotec,3100.0700972859895,2
2022,chihuahua,keppra,2606.4155440984987,3
2022,chihuahua,lantus. insulina glargina,1912.6028876247176,4
2022,chihuahua,fosamax plus,1908.1764680354968,5
2022,ciudad de mexico,cytotec,3230.399498706075,1
2022,ciudad de mexico,arava,3039.1479081999696,2
2022,ciudad de mexico,keppra,2667.6418315784013,3
2022,ciudad de mexico,lipitor,1980.3254720782436,4
2022,ciudad de mexico,lantus. insulina glargina,1940.28809601601,5
2022,coahuila de zaragoza,arava,3268.232044198895,1
2022,coahuila de zaragoza,cytotec,3125.8426966292136,2
2022,coahuila de zaragoza,keppra,2687.6944444444443,3
2022,coahuila de zaragoza,lexapro,1913.7693798449611,4
2022,coahuila de zaragoza,lipitor,1871.541176470588,5
2022,durango,arava,2981.9386887122846,1
2022,durango,cytotec,2964.7451833089194,2
2022,durango,keppra,2440.1756103515627,3
2022,durango,lexapro,1882.1879471308505,4
2022,durango,lipitor,1760.8759894971026,5
2022,estado de mexico,cytotec,3191.4308494948223,1
2022,estado de mexico,arava,3033.495715737171,2
2022,estado de mexico,keppra,2646.1364613439305,3
2022,estado de mexico,lipitor,1950.7769499118767,4
2022,estado de mexico,lantus. insulina glargina,1919.0723324206324,5
2022,guanajuato,cytotec,3138.6635442918346,1
2022,guanajuato,arava,3079.880441623264,2
2022,guanajuato,keppra,2563.544370731194,3
2022,guanajuato,fosamax plus,1888.2188406567088,4
2022,guanajuato,lexapro,1873.938429991242,5
2022,guerrero,tempra,88.41999969482421,1
2022,guerrero,sedalmerck,69.0,2
2022,guerrero,aspirina,59.208333333333336,3
2022,guerrero,cafiaspirina,59.0,4
2022,guerrero,tabcin,52.0,5
2022,hidalgo,cytotec,3229.4285714285716,1
2022,hidalgo,arava,2664.0,2
2022,hidalgo,keppra,2562.478260869565,3
2022,hidalgo,lexapro,1892.888888888889,4
2022,hidalgo,lipitor,1885.217391304348,5
2022,jalisco,cytotec,3018.8435339463495,1
2022,jalisco,arava,2938.0140058144757,2
2022,jalisco,keppra,2590.051997197139,3
2022,jalisco,lipitor,1986.099982428444,4
2022,jalisco,fosamax plus,1838.3447357911832,5
2022,michoacan de ocampo,cytotec,3075.920881102071,1
2022,michoacan de ocampo,arava,3012.5795115098595,2
2022,michoacan de ocampo,keppra,2551.869350857205,3
2022,michoacan de ocampo,lipitor,1863.5233801240256,4
2022,michoacan de ocampo,fosamax plus,1838.8906530579525,5
2022,morelos,cytotec,3131.755905511811,1
2022,morelos,arava,3022.89896366514,2
2022,morelos,keppra,2639.621212121212,3
2022,morelos,lipitor,1922.021518049569,4
2022,morelos,fosamax plus,1885.898113207547,5
2022,nuevo leon,cytotec,3130.4010616278497,1
2022,nuevo leon,arava,2999.416161170373,2
2022,nuevo leon,keppra,2509.198587472098,3
2022,nuevo leon,asenlix,1878.9686445378932,4
2022,nuevo leon,lipitor,1809.2132215153508,5
2022,oaxaca,cytotec,2872.681184467516,1
2022,oaxaca,arava,2819.58514239337,2
2022,oaxaca,keppra,2446.385483514695,3
2022,oaxaca,lantus. insulina glargina,1810.384112189798,4
2022,oaxaca,lipitor,1798.1444000244142,5
2022,puebla,arava,3043.672046802662,1
2022,puebla,cytotec,2974.2184089781745,2
2022,puebla,keppra,2632.7467787893197,3
2022,puebla,lipitor,1864.6651302798764,4
2022,puebla,lantus. insulina glargina,1837.3524990739493,5
2022,queretaro,cytotec,3159.0448189241342,1
2022,queretaro,arava,3106.039339065552,2
2022,queretaro,keppra,2650.277531449513,3
2022,queretaro,lipitor,1915.424114037913,4
2022,queretaro,fosamax plus,1892.2246470178277,5
2022,quintana roo,cytotec,3221.498493233112,1
2022,quintana roo,arava,3207.0263358299885,2
2022,quintana roo,keppra,2714.245033112583,3
2022,quintana roo,lipitor,2010.151887630988,4
2022,quintana roo,fosamax plus,1877.739487351413,5
2022,san luis potosi,cytotec,3129.8762507697043,1
2022,san luis potosi,arava,3064.5148543885302,2
2022,san luis potosi,keppra,2603.5219178225266,3
2022,san luis potosi,lipitor,1914.0644341888851,4
2022,san luis potosi,fosamax plus,1868.5911150108568,5
2022,sinaloa,cytotec,3016.342532103089,1
2022,sinaloa,arava,3007.12333591505,2
2022,sinaloa,keppra,2497.274752807617,3
2022,sinaloa,lantus. insulina glargina,1880.2092106851296,4
2022,sinaloa,lexapro,1873.0925764329363,5
2022,sonora,cytotec,3042.863549126519,1
2022,sonora,arava,2885.239862271013,2
2022,sonora,keppra,2428.755135631109,3
2022,sonora,fosamax plus,1866.965803724548,4
2022,sonora,lexapro,1839.225265717842,5
2022,tabasco,cytotec,3121.7939540765224,1
2022,tabasco,arava,2974.128523846062,2
2022,tabasco,keppra,2541.2810903188347,3
2022,tabasco,lipitor,1892.613178911601,4
2022,tabasco,lantus. insulina glargina,1863.1298978457896,5
2022,tamaulipas,arava,3183.648932892142,1
2022,tamaulipas,cytotec,3156.948275862069,2
2022,tamaulipas,keppra,2638.771817294034,3
2022,tamaulipas,lipitor,1873.716560509554,4
2022,tamaulipas,fosamax plus,1833.0375523305645,5
2022,tlaxcala,arava,3055.1567520356516,1
2022,tlaxcala,cytotec,3049.900870768229,2
2022,tlaxcala,keppra,2544.663853656815,3
2022,tlaxcala,lipitor,1976.866002061632,4
2022,tlaxcala,lantus. insulina glargina,1856.0313124545785,5
2022,veracruz,cytotec,3096.2498483368845,1
2022,veracruz,arava,3037.6393947435463,2
2022,veracruz,keppra,2540.8943384806316,3
2022,veracruz,lipitor,1858.917326934578,4
2022,veracruz,lexapro,1832.0902096495336,5
2022,yucatan,cytotec,3084.6004218644994,1
2022,yucatan,arava,3068.8053730248057,2
2022,yucatan,keppra,2581.3269172705313,3
2022,yucatan,lipitor,1950.2915901161443,4
2022,yucatan,lantus. insulina glargina,1864.752286601999,5
2022,zacatecas,cytotec,3010.7872914688364,1
2022,zacatecas,arava,2866.2413729000714,2
2022,zacatecas,keppra,2466.949609929865,3
2022,zacatecas,fosamax plus,1843.9214849528475,4
2022,zacatecas,xatral-od,1786.3957852964047,5
2023,aguascalientes,arava,3627.020979020979,1
2023,aguascalientes,cytotec,3435.937931034483,2
2023,aguascalientes,keppra,2782.41059602649,3
2023,aguascalientes,xatral-od,2149.1494252873563,4
2023,aguascalientes,lipitor,2039.4662921348315,5
2023,baja california,arava,3335.077913072374,1
2023,baja california,cytotec,3200.0901202466116,2
2023,baja california,keppra,2698.3217490375905,3
2023,baja california,xatral-od,2011.6908101949605,4
2023,baja california,asenlix,2009.1578121185305,5
2023,baja california sur,arava,3329.1441291360293,1
2023,baja california sur,cytotec,3042.669921875,2
2023,baja california sur,keppra,2605.846673427484,3
2023,baja california sur,lipitor,2108.0173608130153,4
2023,baja california sur,xatral-od,2017.356432233538,5
2023,campeche,arava,3381.198197428386,1
2023,campeche,cytotec,3198.8219764122596,2
2023,campeche,keppra,2499.149029457406,3
2023,campeche,lipitor,2096.803168862553,4
2023,campeche,xatral-od,2085.2269011466733,5
2023,chiapas,cytotec,3431.0434782608695,1
2023,chiapas,arava,3322.04,2
2023,chiapas,keppra,2801.242424242424,3
2023,chiapas,lipitor,2040.4375,4
2023,chiapas,asenlix,1922.35,5
2023,chihuahua,arava,3773.132192356701,1
2023,chihuahua,cytotec,3300.7016885998178,2
2023,chihuahua,keppra,2771.5076262126036,3
2023,chihuahua,xatral-od,2140.4429366117142,4
2023,chihuahua,lipitor,2042.6248017757312,5
2023,ciudad de mexico,arava,3493.081159792108,1
2023,ciudad de mexico,cytotec,3486.3380333797463,2
2023,ciudad de mexico,keppra,2878.9970919155617,3
2023,ciudad de mexico,lipitor,2217.0920501729424,4
2023,ciudad de mexico,xatral-od,2166.6160141601563,5
2023,coahuila de zaragoza,arava,3729.2182741116753,1
2023,coahuila de zaragoza,cytotec,3434.896907216495,2
2023,coahuila de zaragoza,keppra,2913.723076923077,3
2023,coahuila de zaragoza,xatral-od,2111.3398692810456,4
2023,coahuila de zaragoza,lipitor,2046.8664006518711,5
2023,durango,arava,3333.9056954289113,1
2023,durango,cytotec,3235.2441328498207,2
2023,durango,keppra,2601.3469841003416,3
2023,durango,xatral-od,2113.996641885081,4
2023,durango,lantus. insulina glargina,1982.3468230276396,5
2023,estado de mexico,cytotec,3446.642958514076,1
2023,estado de mexico,arava,3396.75642424283,2
2023,estado de mexico,keppra,2799.9221627644984,3
2023,estado de mexico,lipitor,2162.5469260155123,4
2023,estado de mexico,xatral-od,2088.778724890187,5
2023,guanajuato,cytotec,3436.9981598107993,1
2023,guanajuato,arava,3387.266571421682,2
2023,guanajuato,keppra,2771.333346973766,3
2023,guanajuato,xatral-od,2099.130166840889,4
2023,guanajuato,lipitor,2071.476197865293,5
2023,guerrero,tempra,183.0,1
2023,guerrero,cafiaspirina,88.2,2
2023,guerrero,aspirina,62.26923076923077,3
2023,guerrero,tabcin,58.57428556169782,4
2023,guerrero,suplemento alimenticio,56.324137983651,5
2023,hidalgo,cytotec,3568.2272727272725,1
2023,hidalgo,arava,3409.6897969148595,2
2023,hidalgo,keppra,2868.313725490196,3
2023,hidalgo,lipitor,2221.194805194805,4
2023,hidalgo,xatral-od,2193.285714285714,5
2023,jalisco,cytotec,3341.4831679870035,1
2023,jalisco,arava,3265.721078378183,2
2023,jalisco,keppra,2779.8041715148493,3
2023,jalisco,lipitor,2180.455822301794,4
2023,jalisco,xatral-od,2125.8369377136232,5
2023,michoacan de ocampo,arava,3412.4833984375,1
2023,michoacan de ocampo,cytotec,3257.9436072524713,2
2023,michoacan de ocampo,keppra,2688.45930505701,3
2023,michoacan de ocampo,xatral-od,2106.8002107452235,4
2023,michoacan de ocampo,lipitor,2076.754726409912,5
2023,morelos,arava,3439.9763779527557,1
2023,morelos,cytotec,3401.977879379735,2
2023,morelos,keppra,2777.4214876033056,3
2023,morelos,xatral-od,2089.837606837607,4
2023,morelos,lipitor,2074.5736590129573,5
2023,nuevo leon,arava,3514.8551256030387,1
2023,nuevo leon,cytotec,3325.877676904729,2
2023,nuevo leon,keppra,2807.2684967041014,3
2023,nuevo leon,xatral-od,2040.6283348931208,4
2023,nuevo leon,lipitor,2009.62275459397,5
2023,oaxaca,cytotec,3181.5772443498886,1
2023,oaxaca,arava,3180.616675967262,2
2023,oaxaca,keppra,2538.9707458496096,3
2023,oaxaca,xatral-od,1954.1685312308516,4
2023,oaxaca,asenlix,1923.272181719199,5
2023,puebla,arava,3503.3793329831933,1
2023,puebla,cytotec,3328.850574028201,2
2023,puebla,keppra,2705.521115234375,3
2023,puebla,lipitor,2102.572914459746,4
2023,puebla,xatral-od,2063.291313796747,5
2023,queretaro,arava,3523.312385559082,1
2023,queretaro,cytotec,3445.393518218361,2
2023,queretaro,keppra,2826.0680287805876,3
2023,queretaro,xatral-od,2111.2621520752928,4
2023,queretaro,lipitor,2103.375042359442,5
2023,quintana roo,arava,3482.829204280202,1
2023,quintana roo,cytotec,3335.6115147455826,2
2023,quintana roo,keppra,2792.253371740939,3
2023,quintana roo,lipitor,2120.9802167386615,4
2023,quintana roo,xatral-od,2080.5631697190915,5
2023,san luis potosi,arava,3373.8904580229923,1
2023,san luis potosi,cytotec,3338.196594557837,2
2023,san luis potosi,keppra,2745.8909869526706,3
2023,san luis potosi,xatral-od,2109.207608255526,4
2023,san luis potosi,lipitor,2074.6603184491737,5
2023,sinaloa,lactacyd,79.5,1
2023,sonora,arava,3400.514510444973,1
2023,sonora,cytotec,3208.0843198029893,2
2023,sonora,keppra,2637.9109049479166,3
2023,sonora,xatral-od,2020.330592228816,4
2023,sonora,asenlix,1936.9789838790896,5
2023,tabasco,cytotec,3408.164357807822,1
2023,tabasco,arava,3312.494736089939,2
2023,tabasco,keppra,2708.787435713725,3
2023,tabasco,lipitor,2054.9266507880634,4
2023,tabasco,xatral-od,1980.1818552324848,5
2023,tamaulipas,arava,3703.931476151315,1
2023,tamaulipas,cytotec,3431.9746628534226,2
2023,tamaulipas,keppra,2842.482080919989,3
2023,tamaulipas,xatral-od,2076.427707368294,4
2023,tamaulipas,lantus. insulina glargina,2039.9792694314551,5
2023,tlaxcala,arava,3555.766798231337,1
2023,tlaxcala,cytotec,3273.270207331731,2
2023,tlaxcala,keppra,2712.7883329503675,3
2023,tlaxcala,xatral-od,2103.966726551885,4
2023,tlaxcala,lipitor,2089.7367208277924,5
2023,veracruz,arava,3362.611196766729,1
2023,veracruz,cytotec,3303.08910586229,2
2023,veracruz,keppra,2715.6214209232235,3
2023,veracruz,lipitor,2036.712610202365,4
2023,veracruz,xatral-od,1979.1926545396364,5
2023,yucatan,arava,3488.902932221035,1
2023,yucatan,cytotec,3414.861012560256,2
2023,yucatan,keppra,2754.1603438654556,3
2023,yucatan,lipitor,2102.737839802657,4
2023,yucatan,xatral-od,2082.925028388445,5
2023,zacatecas,arava,3170.5719485311115,1
2023,zacatecas,cytotec,2943.5633544921875,2
2023,zacatecas,keppra,2511.310913705584,3
2023,zacatecas,lantus. insulina glargina,1983.2736725204293,4
2023,zacatecas,xatral-od,1977.9543170113848,5
2024,aguascalientes,arava,4018.3260869565215,1
2024,aguascalientes,cytotec,3614.906976744186,2
2024,aguascalientes,keppra,2868.9772727272725,3
2024,aguascalientes,xatral-od,2362.860465116279,4
2024,aguascalientes,lantus. insulina glargina,2126.7954545454545,5
2024,baja california,arava,3951.5202702702704,1
2024,baja california,cytotec,3584.5905905330883,2
2024,baja california,keppra,2795.958842432776,3
2024,baja california,xatral-od,2236.25,4
2024,baja california,secotex ocas,2187.336656358507,5
2024,baja california sur,arava,3428.75,1
2024,baja california sur,cytotec,3006.5950927734375,2
2024,baja california sur,keppra,2618.884521484375,3
2024,baja california sur,xatral-od,2279.0857282366073,4
2024,baja california sur,lantus. insulina glargina,2175.2449863978795,5
2024,campeche,arava,3816.09248046875,1
2024,campeche,cytotec,3361.552001953125,2
2024,campeche,keppra,2635.6952739514804,3
2024,campeche,xatral-od,2330.87694251019,4
2024,campeche,lantus. insulina glargina,2210.600039274796,5
2024,chiapas,arava,3662.5,1
2024,chiapas,cytotec,3566.2,2
2024,chiapas,keppra,2868.3333333333335,3
2024,chiapas,secotex ocas,2408.0,4
2024,chiapas,asenlix,2171.6,5
2024,chihuahua,arava,4060.3805645636794,1
2024,chihuahua,cytotec,3407.0722307477677,2
2024,chihuahua,keppra,2812.211201171875,3
2024,chihuahua,xatral-od,2351.2393642993684,4
2024,chihuahua,lantus. insulina glargina,2138.2128879123266,5
2024,ciudad de mexico,arava,3716.701267408288,1
2024,ciudad de mexico,cytotec,3587.412307504507,2
2024,ciudad de mexico,keppra,2932.517662982995,3
2024,ciudad de mexico,xatral-od,2276.4612029862533,4
2024,ciudad de mexico,lipitor,2231.310732731349,5
2024,coahuila de zaragoza,arava,4180.518518518518,1
2024,coahuila de zaragoza,cytotec,3704.9245283018863,2
2024,coahuila de zaragoza,keppra,2967.8703703703704,3
2024,coahuila de zaragoza,xatral-od,2395.767441860465,4
2024,coahuila de zaragoza,lantus. insulina glargina,2228.590909090909,5
2024,durango,arava,3750.897698818109,1
2024,durango,cytotec,3470.0691945929275,2
2024,durango,keppra,2730.814690483941,3
2024,durango,xatral-od,2407.7794860839845,4
2024,durango,lantus. insulina glargina,2210.0633138020835,5
2024,estado de mexico,arava,3564.1015121922346,1
2024,estado de mexico,cytotec,3518.2866423946098,2
2024,estado de mexico,keppra,2849.6868107236664,3
2024,estado de mexico,xatral-od,2220.1375904982,4
2024,estado de mexico,lipitor,2173.05921243182,5
2024,guanajuato,cytotec,3547.8334095628957,1
2024,guanajuato,arava,3506.9767441860463,2
2024,guanajuato,keppra,2831.113551642305,3
2024,guanajuato,xatral-od,2238.8824951171873,4
2024,guanajuato,lantus. insulina glargina,2157.2676870492787,5
2024,guerrero,arava,4193.2662353515625,1
2024,guerrero,cytotec,3628.466634114583,2
2024,guerrero,keppra,2982.941650390625,3
2024,guerrero,xatral-od,2311.9825134277344,4
2024,guerrero,asenlix,2242.5133260091147,5
2024,hidalgo,arava,3505.3333333333335,1
2024,hidalgo,cytotec,3474.0,2
2024,hidalgo,keppra,2762.25,3
2024,hidalgo,xatral-od,2270.818181818182,4
2024,hidalgo,asenlix,2223.0,5
2024,jalisco,arava,3722.545447716346,1
2024,jalisco,cytotec,3499.0300164473683,2
2024,jalisco,keppra,2827.5353108723957,3
2024,jalisco,xatral-od,2328.704256924716,4
2024,jalisco,lantus. insulina glargina,2225.254638671875,5
2024,michoacan de ocampo,arava,3587.2735986328125,1
2024,michoacan de ocampo,cytotec,3424.630830078125,2
2024,michoacan de ocampo,keppra,2788.8059814453127,3
2024,michoacan de ocampo,xatral-od,2285.3855028339462,4
2024,michoacan de ocampo,asenlix,2118.3673285590276,5
2024,morelos,arava,3652.653846153846,1
2024,morelos,cytotec,3484.9545454545455,2
2024,morelos,keppra,2858.9,3
2024,morelos,xatral-od,2238.3076923076924,4
2024,morelos,lipitor,2095.339285714286,5
2024,nuevo leon,arava,3761.4622429049746,1
2024,nuevo leon,cytotec,3508.313792744621,2
2024,nuevo leon,keppra,2845.2269849020336,3
2024,nuevo leon,xatral-od,2241.5981019035216,4
2024,nuevo leon,lantus. insulina glargina,2146.4171366788905,5
2024,oaxaca,cytotec,3286.870016163793,1
2024,oaxaca,arava,3263.798076923077,2
2024,oaxaca,keppra,2517.6452765213817,3
2024,oaxaca,asenlix,2054.9958292643228,4
2024,oaxaca,xatral-od,2032.1000061035156,5
2024,puebla,arava,3672.3125,1
2024,puebla,cytotec,3363.6958264802633,2
2024,puebla,keppra,2727.7443771362305,3
2024,puebla,xatral-od,2283.382408405173,4
2024,puebla,lipitor,2094.645506043365,5
2024,queretaro,arava,3813.441891232053,1
2024,queretaro,cytotec,3669.223277698863,2
2024,queretaro,keppra,2887.60936531188,3
2024,queretaro,xatral-od,2337.0375416239754,4
2024,queretaro,lipitor,2110.7807186867694,5
2024,quintana roo,arava,3826.702220775463,1
2024,quintana roo,cytotec,3388.253448486328,2
2024,quintana roo,keppra,2816.698113207547,3
2024,quintana roo,xatral-od,2279.75,4
2024,quintana roo,lipitor,2152.526461170838,5
2024,san luis potosi,arava,3489.2279352152123,1
2024,san luis potosi,cytotec,3427.0264772901346,2
2024,san luis potosi,keppra,2796.6975927734375,3
2024,san luis potosi,xatral-od,2302.2107350419205,4
2024,san luis potosi,lantus. insulina glargina,2125.306132923473,5
2024,sonora,arava,3995.952845982142,1
2024,sonora,cytotec,3559.022705078125,2
2024,sonora,keppra,2719.104111615349,3
2024,sonora,lantus. insulina glargina,2239.666882745151,4
2024,sonora,xatral-od,2148.814393578506,5
2024,tabasco,arava,3538.875,1
2024,tabasco,cytotec,3477.0050159801135,2
2024,tabasco,keppra,2760.1692332732373,3
2024,tabasco,xatral-od,2149.981037008351,4
2024,tabasco,lipitor,2082.504018052716,5
2024,tamaulipas,arava,3911.754684448242,1
2024,tamaulipas,cytotec,3590.4403401692707,2
2024,tamaulipas,keppra,2865.8555192618533,3
2024,tamaulipas,xatral-od,2273.816668475116,4
2024,tamaulipas,lantus. insulina glargina,2226.187363568474,5
2024,tlaxcala,arava,3785.96923828125,1
2024,tlaxcala,cytotec,3289.199951171875,2
2024,tlaxcala,keppra,2702.6849975585938,3
2024,tlaxcala,xatral-od,2251.7687377929688,4
2024,tlaxcala,asenlix,2154.9139811197915,5
2024,veracruz,arava,3711.6800023129113,1
2024,veracruz,cytotec,3403.9870999243954,2
2024,veracruz,keppra,2723.8478260869565,3
2024,veracruz,lipitor,2114.0975900673006,4
2024,veracruz,xatral-od,2096.618368343431,5
2024,yucatan,arava,3786.402034837373,1
2024,yucatan,cytotec,3540.936512082122,2
2024,yucatan,keppra,2801.6696224572524,3
2024,yucatan,xatral-od,2247.181325954861,4
2024,yucatan,lantus. insulina glargina,2123.460009765625,5
2024,zacatecas,arava,3415.7656272194604,1
2024,zacatecas,cytotec,3192.5128226902175,2
2024,zacatecas,keppra,2632.1803392313295,3
2024,zacatecas,xatral-od,2171.072771990741,4
2024,zacatecas,lantus. insulina glargina,2112.987255859375,5
